127.0.0.1 - - [11/Jan/2017:11:17:12 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:12 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:13 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:13 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:14 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:14 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:15 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:15 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:16 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:16 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:17 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:17 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:17 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
127.0.0.1 - - [11/Jan/2017:11:17:17 +0800] "GET /websocket HTTP/1.1" 101 48 "-" "WebSocket++/0.5.1"
